,Employee_ID,Employee_Name,Age,Gender, MaritalStatus,Hire Date,Department,Position,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,Annual_Income,RelationshipSatisfaction,Working_hrs_perday,TotalWorkingYearsexperience,TrainingTimeinmonths,WorkLifeBalance,Behaviourial_Competence,OntimeDelivery,TicketSolvingManagements,Project_evlaution,Working_from_home,Psycho-social_indicators,overtime,PercentSalaryHike,Netconnectivity,PerformanceRating
3093,4093,Christopher Nelson,20,male,Single,11-07-2010,Research & Development,Research Director,Life Sciences,Medium,Low,2,Medium,20,High,10,12,6,Good,Excellent,Good,fair,8,No,low,1,2,Poor,good
3094,4094,Julie Taylor,54,Female,Married,07-02-2017,Sales,Sales Executive,Other,Medium,Low,4,Very_High,20,High,9,11,6,Good,Satisfactory,Satisfactory,good,11,No,Outstanding,1,8,Poor,low
3095,4095,Chelsea Ruiz,55,male,Single,29-07-1997,Sales,Sales Representative,Life Sciences,Medium,Very_High,3,Low,20,Medium,10,15,4,Best,good,Good,Excellent,11,No,good,0,8,Poor,good
3096,4096,Shannon Garcia,25,Female,Divorsed,19-11-2010,Research & Development,Research Scientist,Medical,Medium,High,2,Very_High,6,Low,8,2,3,Bad,Verygood,Excellent,poor,9,Yes,good,0,11,Good,Excellent
3097,4097,Kevin Murphy,25,male,Single,24-05-2000,Sales,Sales Representative,Medical,Very_High,Medium,2,High,25,Low,8,25,6,Best,poor,Good,fair,12,No,Excellent,0,14,Poor,good
3098,4098,Eric Leon,50,Female,Married,13-03-1999,Sales,Sales Representative,Marketing,Very_High,Very_High,1,High,6,Low,8,2,3,Best,Excellent,Good,fair,8,No,low,0,6,Poor,good
3099,4099,Susan Weaver,30,Female,Married,02-07-2011,Sales,Sales Executive,Medical,High,Low,1,Low,20,Medium,9,12,1,Best,Verygood,Good,fair,8,Yes,good,0,3,Good,good
3100,4100,Chris Bailey,55,Female,Single,07-04-2014,Research & Development,Manufacturing Director,Life Sciences,Medium,Very_High,4,High,12,Low,8,7,6,Good,good,Good,fair,10,Yes,low,0,11,Good,good
3101,4101,Justin Edwards,20,male,Single,01-01-2007,Research & Development,Healthcare Representative,Life Sciences,High,High,2,Very_High,22,Medium,10,18,6,Better,In-adequate,Satisfactory,good,4,No,good,1,6,Poor,low
3102,4102,Megan Peters,52,male,Married,10-01-2008,Research & Development,Research Scientist,Medical,Low,High,2,High,22,Low,10,19,4,Bad,good,Good,Excellent,12,Yes,good,1,16,Good,good
3103,4103,Marc Olson,36,Female,Single,27-03-2013,Research & Development,Laboratory Technician,Technical Degree,Very_High,Low,3,Low,25,High,10,22,3,Best,good,Outstanding,poor,10,No,Outstanding,1,6,Poor,Outstanding
3104,4104,Randy Hall,56,Female,Single,26-03-2009,Research & Development,Manufacturing Director,Life Sciences,Medium,Very_High,4,Medium,12,Medium,10,10,3,Bad,good,Satisfactory,satistfactory,6,Yes,low,0,5,Good,low
3105,4105,Angelica Page,36,male,Divorsed,19-05-2002,Sales,Sales Executive,Marketing,Low,Low,5,Very_High,22,High,8,20,4,Best,In-adequate,Good,Excellent,12,Yes,Outstanding,0,2,Good,good
3106,4106,Larry Simmons,53,male,Divorsed,04-09-2017,Sales,Sales Executive,Marketing,Low,Very_High,5,High,6,Medium,10,5,5,Good,In-adequate,Good,Excellent,9,No,low,0,14,Poor,good
3107,4107,Jessica Pena,24,Female,Single,03-05-2017,Sales,Sales Executive,Life Sciences,Low,High,5,High,12,Low,10,8,4,Good,poor,Excellent,Excellent,12,No,Excellent,1,4,Poor,Excellent
3108,4108,Miss Dawn Lane MD,43,Female,Married,12-12-2002,Research & Development,Research Scientist,Technical Degree,Medium,Very_High,4,Very_High,20,Medium,10,15,2,Good,Satisfactory,Excellent,satistfactory,11,Yes,Outstanding,0,5,Good,Excellent
3109,4109,Luis Richardson,20,male,Married,31-12-1993,Human Resources,Human Resources,Life Sciences,Very_High,Medium,4,Very_High,25,High,10,21,2,Better,poor,Satisfactory,poor,10,No,Outstanding,0,10,Poor,low
3110,4110,Courtney Carter,45,Female,Married,07-09-2014,Sales,Sales Executive,Life Sciences,High,High,4,Very_High,20,Very_High,9,11,6,Better,Excellent,Outstanding,Excellent,13,No,low,0,15,Poor,Outstanding
3111,4111,Paul Cole,48,male,Married,05-04-1994,Sales,Sales Executive,Life Sciences,High,Very_High,1,High,22,Medium,8,19,2,Good,In-adequate,Good,fair,14,No,good,0,11,Poor,good
3112,4112,Spencer Mejia,49,male,Divorsed,23-04-1993,Sales,Sales Executive,Marketing,High,Medium,1,Medium,6,Medium,8,5,3,Bad,good,Excellent,satistfactory,12,No,low,1,6,Poor,Excellent
3113,4113,Robert Vaughn,52,Female,Single,20-11-1998,Research & Development,Research Scientist,Life Sciences,High,Medium,3,Medium,6,High,9,1,3,Better,Satisfactory,Excellent,good,5,No,low,0,1,Poor,Excellent
3114,4114,Shawn Ball,44,Female,Single,15-06-2016,Research & Development,Research Scientist,Life Sciences,Very_High,Very_High,3,Very_High,6,Very_High,10,4,3,Better,poor,Satisfactory,Excellent,13,Yes,Outstanding,0,5,Good,low
3115,4115,Ashley Rhodes,42,male,Married,24-10-2000,Research & Development,Research Scientist,Medical,High,Low,4,Low,12,Low,10,6,3,Better,Satisfactory,Satisfactory,good,7,Yes,Outstanding,1,7,Good,low
3116,4116,Amanda Ford,32,Female,Married,24-09-2002,Research & Development,Research Scientist,Life Sciences,Medium,Very_High,2,Low,25,High,10,21,5,Good,Excellent,Outstanding,Excellent,11,No,low,1,16,Poor,Outstanding
3117,4117,Annette Andrade,41,Female,Married,13-12-1993,Research & Development,Research Scientist,Other,Very_High,Low,5,Low,25,High,8,21,2,Best,Verygood,Excellent,good,4,No,Outstanding,0,4,Poor,Excellent
3118,4118,Rebecca Buckley,36,male,Married,15-05-1999,Research & Development,Research Scientist,Medical,Medium,Low,2,Very_High,12,Very_High,8,6,2,Bad,good,Excellent,satistfactory,9,Yes,Outstanding,1,12,Good,Excellent
3119,4119,Linda Jones,30,male,Married,06-07-2010,Sales,Sales Executive,Marketing,Medium,High,1,High,12,Medium,9,6,4,Bad,Satisfactory,Outstanding,good,8,No,good,1,10,Poor,Outstanding
3120,4120,Tiffany Goodwin,35,Female,Single,23-11-1996,Sales,Sales Executive,Marketing,Very_High,High,3,High,6,Very_High,10,5,6,Bad,Satisfactory,Outstanding,satistfactory,5,No,good,1,8,Poor,Outstanding
3121,4121,Tanya Matthews,33,male,Married,01-10-2014,Research & Development,Manufacturing Director,Medical,Very_High,High,4,Medium,12,Very_High,8,9,1,Better,poor,Outstanding,poor,6,No,low,0,12,Poor,Outstanding
3122,4122,William Moore,35,male,Single,31-01-1994,Sales,Sales Representative,Other,Medium,High,2,Medium,25,Low,9,24,3,Bad,Satisfactory,Satisfactory,good,11,No,Outstanding,0,2,Poor,low
3123,4123,Alan Jones,50,male,Single,12-06-1993,Research & Development,Healthcare Representative,Medical,Very_High,Low,4,Very_High,12,Very_High,8,10,4,Bad,Excellent,Satisfactory,poor,7,No,Outstanding,1,4,Poor,low
3124,4124,Lindsey Webb,53,Female,Married,17-10-1992,Research & Development,Manufacturing Director,Life Sciences,High,Very_High,1,Very_High,25,Medium,8,24,5,Best,In-adequate,Good,poor,10,No,Excellent,1,4,Poor,good
3125,4125,Crystal Ortiz,51,male,Married,07-12-2021,Sales,Sales Executive,Medical,Low,Very_High,1,Very_High,25,High,8,23,4,Good,Satisfactory,Outstanding,fair,10,Yes,Outstanding,0,9,Good,Outstanding
3126,4126,Christopher Miller,59,Female,Married,19-10-2002,Research & Development,Laboratory Technician,Medical,Medium,Medium,5,Very_High,6,Medium,8,4,2,Best,Satisfactory,Good,Excellent,9,No,Excellent,1,14,Poor,good
3127,4127,Ronald Castillo,30,Female,Single,25-12-2021,Sales,Sales Executive,Life Sciences,Medium,High,3,Very_High,12,Very_High,10,6,5,Best,good,Outstanding,Excellent,11,Yes,good,1,7,Good,Outstanding
3128,4128,Heather Sanchez,24,Female,Married,18-09-2021,Sales,Manager,Life Sciences,Low,Very_High,1,High,12,Very_High,9,7,5,Best,Satisfactory,Excellent,satistfactory,4,No,low,0,3,Poor,Excellent
3129,4129,Raymond Rocha,32,male,Single,07-01-2014,Sales,Sales Executive,Marketing,Medium,Low,2,Medium,25,Medium,8,22,2,Better,Excellent,Outstanding,satistfactory,4,Yes,good,1,7,Good,Outstanding
3130,4130,Jonathan Bowman,43,Female,Married,18-09-2006,Sales,Manager,Marketing,Low,Medium,3,Low,25,Low,10,22,3,Best,Verygood,Excellent,Excellent,7,Yes,Outstanding,1,3,Good,Excellent
3131,4131,Kerry Horton,50,Female,Married,24-10-2011,Sales,Sales Representative,Marketing,Low,High,5,Medium,20,Low,10,15,3,Bad,Satisfactory,Good,satistfactory,8,Yes,Outstanding,1,11,Good,good
3132,4132,Laura Rice,35,Female,Married,29-04-2005,Sales,Sales Representative,Marketing,High,Medium,4,Low,6,Very_High,8,2,6,Bad,Verygood,Satisfactory,fair,12,No,Excellent,1,2,Poor,low
3133,4133,Courtney Aguilar,46,Female,Divorsed,14-11-2008,Sales,Sales Executive,Life Sciences,Medium,High,3,Medium,22,Low,8,17,4,Good,Verygood,Outstanding,satistfactory,8,No,low,0,2,Poor,Outstanding
3134,4134,Adam Cordova,25,male,Divorsed,06-07-2011,Sales,Sales Executive,Life Sciences,Medium,High,4,Low,20,Medium,10,15,3,Best,poor,Good,poor,13,Yes,Outstanding,0,2,Good,good
3135,4135,David Ramos,47,male,Married,07-03-1996,Sales,Sales Executive,Marketing,Low,Medium,4,Low,25,High,8,21,3,Best,Satisfactory,Good,good,13,Yes,good,1,13,Good,good
3136,4136,Noah Cruz,58,male,Married,28-11-2011,Sales,Sales Executive,Marketing,High,Low,2,Medium,25,Very_High,8,25,5,Better,In-adequate,Outstanding,satistfactory,10,No,Excellent,0,7,Poor,Outstanding
3137,4137,Brandi Wilkerson,58,male,Married,17-08-1995,Sales,Sales Executive,Marketing,High,Medium,2,Very_High,6,Medium,8,2,4,Best,Excellent,Good,Excellent,10,Yes,low,0,14,Good,good
3138,4138,Keith Mccullough,48,male,Married,04-03-1996,Sales,Sales Executive,Marketing,Low,Medium,4,Medium,20,Very_High,10,12,3,Best,poor,Satisfactory,satistfactory,9,No,Outstanding,1,3,Poor,low
3139,4139,Michael Calhoun,44,Female,Married,13-08-2006,Sales,Sales Executive,Life Sciences,High,Very_High,5,Low,25,Low,10,22,6,Bad,Verygood,Outstanding,Excellent,12,Yes,good,1,14,Good,Outstanding
3140,4140,Jonathan Monroe,56,Female,Divorsed,31-12-2013,Sales,Sales Executive,Life Sciences,Very_High,Medium,3,High,25,Low,9,23,2,Better,good,Excellent,satistfactory,12,No,Outstanding,1,13,Poor,Excellent
3141,4141,Joe Barrera,29,male,Divorsed,14-08-2007,Sales,Sales Executive,Marketing,Very_High,Medium,5,Low,25,Low,10,22,6,Bad,Satisfactory,Excellent,satistfactory,7,Yes,Outstanding,0,8,Good,Excellent
3142,4142,John Maldonado,22,male,Married,14-08-1995,Human Resources,Human Resources,Medical,Low,Medium,2,Very_High,25,Medium,9,24,2,Better,Satisfactory,Outstanding,Excellent,6,Yes,Excellent,0,10,Good,Outstanding
3143,4143,Amanda Harris PhD,53,Female,Married,05-12-2018,Sales,Sales Executive,Life Sciences,Medium,Medium,3,Medium,12,Medium,9,8,1,Best,poor,Excellent,good,12,No,Excellent,0,12,Poor,Excellent
3144,4144,Cassandra Miranda,27,Female,Single,16-03-2001,Sales,Sales Representative,Technical Degree,Low,High,4,Low,22,Medium,9,20,3,Good,Excellent,Outstanding,fair,7,No,Outstanding,0,11,Poor,Outstanding
3145,4145,Audrey Hamilton,56,Female,Married,16-12-2016,Sales,Sales Executive,Medical,Low,Medium,2,Very_High,22,Very_High,9,16,6,Good,Excellent,Good,fair,9,No,low,0,1,Poor,good
3146,4146,Richard Cole,21,male,Married,17-05-2007,Sales,Sales Executive,Marketing,High,Very_High,1,Medium,22,Very_High,8,16,6,Better,Satisfactory,Excellent,satistfactory,4,Yes,Outstanding,1,15,Good,Excellent
3147,4147,Kimberly Herrera,38,male,Single,28-12-2007,Sales,Sales Executive,Medical,Very_High,Very_High,1,Very_High,6,Very_High,10,2,3,Bad,Excellent,Satisfactory,fair,6,No,Outstanding,1,5,Poor,low
3148,4148,Michele Terrell,24,Female,Single,02-10-2015,Sales,Sales Executive,Medical,Very_High,Very_High,2,Medium,6,Low,8,1,3,Good,In-adequate,Outstanding,poor,9,Yes,Outstanding,0,4,Good,Outstanding
3149,4149,Cynthia Robles,33,Female,Single,24-01-2008,Sales,Sales Executive,Other,Very_High,Very_High,5,Low,22,Very_High,9,20,5,Better,Verygood,Outstanding,fair,11,Yes,low,1,13,Good,Outstanding
3150,4150,William Hill,25,male,Divorsed,03-05-2015,Sales,Sales Executive,Medical,Very_High,Low,5,Very_High,22,Low,8,19,3,Bad,good,Good,fair,13,Yes,Outstanding,0,1,Good,good
3151,4151,Kathleen Salazar,53,male,Married,03-01-2005,Sales,Sales Executive,Medical,Low,Medium,5,Very_High,22,High,10,16,6,Best,poor,Excellent,fair,5,Yes,Excellent,1,7,Good,Excellent
3152,4152,Patrick Randall,59,male,Married,20-04-2015,Human Resources,Human Resources,Human Resources,Very_High,Low,5,High,6,High,8,5,2,Better,Satisfactory,Satisfactory,fair,9,Yes,Outstanding,0,14,Good,low
3153,4153,Amanda Lewis,48,male,Married,02-05-2017,Sales,Sales Executive,Marketing,Low,High,1,Very_High,25,Medium,8,25,5,Good,Satisfactory,Good,good,10,No,Excellent,1,2,Poor,good
3154,4154,Angela Henderson,55,male,Single,02-06-2006,Human Resources,Manager,Human Resources,High,Very_High,5,Low,22,Medium,9,18,4,Best,Verygood,Good,fair,4,No,good,1,2,Poor,good
3155,4155,Arthur Frey,60,male,Single,16-04-2005,Sales,Sales Executive,Life Sciences,Very_High,High,4,High,22,Medium,8,17,2,Good,Satisfactory,Satisfactory,good,13,No,low,0,13,Poor,low
3156,4156,Patricia Dawson,21,Female,Married,13-07-1998,Sales,Manager,Life Sciences,Low,Very_High,4,High,25,Low,8,21,1,Bad,In-adequate,Satisfactory,satistfactory,8,No,good,1,7,Poor,low
3157,4157,Jose Warren,27,Female,Single,25-01-1994,Sales,Sales Executive,Marketing,Low,Medium,5,Low,25,Low,9,21,5,Bad,poor,Satisfactory,satistfactory,7,No,good,0,10,Poor,low
3158,4158,Lisa Long,36,male,Married,29-07-1998,Sales,Sales Executive,Life Sciences,Very_High,Very_High,3,Medium,6,High,10,4,6,Best,good,Excellent,satistfactory,10,Yes,Excellent,1,5,Good,Excellent
3159,4159,Steven Gardner MD,25,male,Married,15-06-2000,Sales,Sales Representative,Marketing,High,Very_High,1,Medium,22,Low,10,18,1,Best,In-adequate,Outstanding,good,8,Yes,Excellent,0,5,Good,Outstanding
3160,4160,David Baldwin,30,male,Single,19-04-2008,Sales,Sales Executive,Marketing,Medium,Very_High,2,High,12,Medium,9,8,4,Good,In-adequate,Satisfactory,fair,10,No,low,0,14,Poor,low
3161,4161,Stephanie Huber,22,male,Married,16-12-2009,Sales,Sales Executive,Life Sciences,Medium,High,5,Medium,12,Medium,9,6,4,Best,Verygood,Good,Excellent,13,Yes,low,1,1,Good,good
3162,4162,Grace Wells,57,Female,Divorsed,04-12-1994,Sales,Sales Executive,Life Sciences,High,High,3,Medium,6,Very_High,8,3,4,Good,Verygood,Good,good,12,Yes,low,1,2,Good,good
3163,4163,Jennifer Rocha,35,male,Single,14-07-2016,Human Resources,Human Resources,Life Sciences,High,High,2,Low,22,Medium,8,20,1,Better,good,Good,satistfactory,11,Yes,Excellent,1,9,Good,good
3164,4164,Anthony Ortega,39,male,Divorsed,02-08-2005,Sales,Sales Executive,Life Sciences,Low,Medium,5,Medium,22,High,10,18,1,Bad,poor,Outstanding,fair,11,No,low,1,3,Poor,Outstanding
3165,4165,Michele Johnson,55,Female,Married,07-10-2015,Human Resources,Human Resources,Human Resources,High,Medium,5,High,12,Low,10,10,6,Bad,Excellent,Satisfactory,good,5,No,Excellent,0,11,Poor,low
3166,4166,Timothy Sanchez,53,Female,Divorsed,05-07-1996,Sales,Sales Executive,Marketing,Low,Low,1,Low,12,Medium,10,6,4,Bad,In-adequate,Satisfactory,poor,14,No,Excellent,0,12,Poor,low
3167,4167,Thomas Reyes,34,male,Married,01-07-2015,Sales,Sales Representative,Marketing,High,High,5,Very_High,6,High,8,5,2,Bad,Verygood,Good,fair,12,Yes,Outstanding,0,6,Good,good
3168,4168,Nicholas Wilson,50,Female,Single,02-09-2019,Sales,Sales Executive,Marketing,Medium,Low,1,Medium,12,Very_High,8,7,6,Bad,Verygood,Outstanding,good,5,Yes,Outstanding,1,11,Good,Outstanding
3169,4169,Dr. Robert Cummings,29,Female,Married,28-05-2017,Sales,Sales Executive,Marketing,Medium,Medium,2,Very_High,25,Very_High,10,24,3,Bad,Excellent,Outstanding,fair,11,No,Excellent,0,16,Poor,Outstanding
3170,4170,Rhonda Miller,48,Female,Married,18-09-2017,Sales,Sales Representative,Marketing,High,Medium,2,Very_High,20,Low,8,11,1,Bad,Verygood,Excellent,Excellent,9,No,low,1,11,Poor,Excellent
3171,4171,Eric Hernandez,56,Female,Single,26-03-2011,Sales,Sales Executive,Life Sciences,High,Very_High,4,Low,22,Low,9,16,1,Good,In-adequate,Excellent,satistfactory,7,Yes,good,1,7,Good,Excellent
3172,4172,Emily Taylor,29,male,Married,10-06-2000,Sales,Sales Executive,Life Sciences,Very_High,Very_High,2,High,12,High,9,6,1,Good,Satisfactory,Outstanding,fair,7,No,Outstanding,1,14,Poor,Outstanding
3173,4173,Adrienne Hull,35,Female,Single,09-03-2011,Sales,Sales Representative,Technical Degree,Very_High,Low,5,Medium,22,Low,10,16,4,Better,In-adequate,Good,good,4,No,low,1,12,Poor,good
3174,4174,Michael Perez,58,Female,Single,14-11-2012,Sales,Sales Executive,Life Sciences,Medium,High,5,High,22,Medium,10,16,4,Best,Verygood,Excellent,Excellent,8,Yes,good,0,5,Good,Excellent
3175,4175,Dennis Ross,36,male,Divorsed,11-12-1998,Sales,Sales Executive,Marketing,Low,Medium,3,Very_High,25,Low,9,21,1,Better,Excellent,Excellent,fair,7,Yes,Excellent,1,8,Good,Excellent
3176,4176,John Simpson,29,Female,Divorsed,08-04-2000,Sales,Sales Representative,Marketing,Medium,High,1,Low,20,Medium,9,11,5,Bad,Satisfactory,Satisfactory,satistfactory,8,Yes,Outstanding,0,12,Good,low
3177,4177,Christopher Mcguire,21,Female,Single,04-06-1993,Sales,Sales Executive,Marketing,Medium,High,5,Very_High,20,Low,10,13,1,Best,good,Satisfactory,poor,6,No,good,0,15,Poor,low
3178,4178,Erica King,25,Female,Married,27-05-2021,Sales,Sales Executive,Medical,High,Medium,4,Medium,6,Medium,8,3,3,Good,In-adequate,Excellent,poor,14,No,good,0,8,Poor,Excellent
3179,4179,Kristopher Roberts,48,male,Married,04-09-2018,Sales,Sales Executive,Life Sciences,High,High,1,High,6,Medium,8,1,1,Good,Satisfactory,Satisfactory,poor,8,Yes,good,0,16,Good,low
3180,4180,Peter Wilson,26,male,Married,25-12-1997,Sales,Manager,Life Sciences,Medium,Very_High,1,Very_High,12,Medium,8,6,4,Bad,good,Outstanding,satistfactory,8,No,Outstanding,0,2,Poor,Outstanding
3181,4181,Steven Collins,24,Female,Married,19-09-2014,Sales,Sales Executive,Marketing,Medium,Low,3,Medium,6,Low,9,3,2,Best,good,Good,satistfactory,4,No,Outstanding,1,1,Poor,good
3182,4182,Nicholas Higgins,46,Female,Married,02-03-2016,Sales,Sales Executive,Medical,High,Very_High,3,High,25,Very_High,9,23,4,Good,poor,Good,Excellent,4,No,Outstanding,1,3,Poor,good
3183,4183,Aaron Morgan,58,male,Married,29-03-1999,Sales,Sales Executive,Marketing,Very_High,Very_High,2,Low,22,Low,9,19,1,Good,poor,Satisfactory,satistfactory,7,Yes,Outstanding,1,12,Good,low
3184,4184,Marilyn Butler,31,Female,Married,07-06-1997,Sales,Sales Representative,Marketing,High,Low,5,Very_High,25,Very_High,9,24,3,Bad,Verygood,Excellent,fair,4,Yes,Outstanding,0,1,Good,Excellent
3185,4185,Roger Johnson,57,Female,Divorsed,10-11-2010,Sales,Sales Executive,Medical,Low,Very_High,4,Low,6,Medium,9,1,6,Best,Verygood,Outstanding,poor,12,Yes,Outstanding,0,11,Good,Outstanding
3186,4186,Kristy Barron,25,Female,Single,25-02-2011,Sales,Sales Executive,Marketing,Medium,Very_High,2,Very_High,22,Very_High,8,20,6,Best,Verygood,Outstanding,fair,13,No,Outstanding,0,2,Poor,Outstanding
3187,4187,Christopher Rollins,22,Female,Divorsed,18-06-2006,Human Resources,Human Resources,Medical,Very_High,Medium,1,Very_High,12,High,8,6,6,Better,Excellent,Satisfactory,satistfactory,9,Yes,low,1,2,Good,low
3188,4188,Anthony Byrd,34,male,Married,16-03-1994,Sales,Manager,Medical,Medium,Medium,2,Low,6,Very_High,10,2,6,Better,poor,Excellent,Excellent,13,No,Outstanding,1,3,Poor,Excellent
3189,4189,William Baker,45,Female,Married,29-06-1992,Sales,Manager,Marketing,Medium,Medium,1,Very_High,6,Low,8,2,6,Good,Verygood,Excellent,poor,11,No,Excellent,0,11,Poor,Excellent
3190,4190,Thomas Weaver,60,Female,Divorsed,09-01-2005,Sales,Manager,Life Sciences,High,Very_High,3,Very_High,6,Medium,9,4,5,Bad,Excellent,Satisfactory,satistfactory,4,Yes,Excellent,1,7,Good,low
3191,4191,Danielle Lane,45,male,Married,14-11-2015,Sales,Sales Executive,Marketing,Medium,Medium,1,Very_High,6,High,9,3,3,Good,Satisfactory,Excellent,good,11,Yes,Outstanding,1,16,Good,Excellent
3192,4192,Henry Ryan,33,male,Married,27-06-2000,Sales,Sales Executive,Marketing,Low,High,3,Very_High,12,Low,10,7,6,Best,good,Satisfactory,good,5,Yes,good,1,11,Good,low
3193,4193,Jesus Jones,40,Female,Divorsed,21-04-2007,Sales,Sales Executive,Life Sciences,Medium,Medium,1,Medium,20,High,9,15,1,Best,In-adequate,Good,Excellent,8,No,Outstanding,1,3,Poor,good
3194,4194,Megan Carter,39,male,Single,05-02-2001,Sales,Manager,Technical Degree,Medium,High,1,Low,22,Low,10,16,5,Bad,Satisfactory,Outstanding,good,8,No,Excellent,1,4,Poor,Outstanding
3195,4195,Gloria Richardson,36,male,Married,29-08-2018,Sales,Sales Executive,Medical,High,Medium,3,Medium,20,Low,9,12,1,Best,Verygood,Satisfactory,poor,5,Yes,low,0,2,Good,low
3196,4196,Jennifer Baker,51,male,Married,16-09-2015,Sales,Sales Executive,Medical,High,Very_High,4,Low,20,Medium,8,12,4,Better,Satisfactory,Satisfactory,poor,4,Yes,Excellent,0,13,Good,low
3197,4197,Monica Hartman,32,Female,Married,11-08-2016,Sales,Sales Executive,Medical,High,Very_High,2,Low,25,High,8,23,4,Better,good,Good,Excellent,6,Yes,Excellent,1,3,Good,good
3198,4198,Rebecca Burns DDS,40,male,Married,21-06-2015,Sales,Sales Executive,Life Sciences,High,Medium,4,Very_High,25,Low,9,24,5,Good,In-adequate,Satisfactory,Excellent,7,Yes,low,1,16,Good,low
3199,4199,Sylvia Lee,20,Female,Single,03-02-2014,Sales,Sales Representative,Marketing,High,Low,5,Low,6,Low,10,2,5,Best,poor,Excellent,fair,9,No,low,1,14,Poor,Excellent
3200,4200,Ian Mathews,40,Female,Married,08-06-2003,Sales,Sales Executive,Marketing,High,Very_High,1,Low,25,Medium,8,23,6,Better,good,Good,poor,11,No,good,1,3,Poor,good
3201,4201,Linda Davis,52,male,Divorsed,14-09-2014,Sales,Sales Executive,Marketing,Medium,Low,3,High,22,Very_High,10,18,4,Good,In-adequate,Outstanding,fair,4,Yes,good,1,2,Good,Outstanding
3202,4202,Jennifer Carpenter,45,male,Married,01-06-2007,Sales,Sales Executive,Marketing,Low,Very_High,5,Low,12,Medium,10,7,1,Good,Excellent,Outstanding,poor,8,Yes,low,0,14,Good,Outstanding
3203,4203,Austin Estrada,44,male,Single,09-09-2012,Sales,Manager,Life Sciences,Medium,High,5,Very_High,20,Very_High,10,15,4,Bad,poor,Excellent,good,5,Yes,good,0,15,Good,Excellent
3204,4204,Joshua Stewart,29,Female,Divorsed,12-02-2010,Sales,Sales Representative,Medical,Very_High,Low,2,High,22,Medium,8,19,5,Bad,Excellent,Excellent,satistfactory,6,No,low,0,15,Poor,Excellent
3205,4205,Stacy Smith,57,male,Married,20-12-2002,Sales,Sales Executive,Life Sciences,Low,Medium,2,Low,6,Low,9,5,4,Best,Excellent,Outstanding,Excellent,4,No,low,0,7,Poor,Outstanding
3206,4206,Ashley Wright,40,male,Married,13-02-1998,Human Resources,Human Resources,Human Resources,Low,Medium,5,Medium,6,Very_High,9,1,4,Good,Satisfactory,Good,good,14,No,low,0,4,Poor,good
3207,4207,Kristin Munoz,28,male,Single,07-09-2021,Sales,Sales Executive,Technical Degree,High,Low,4,Very_High,6,Very_High,10,3,3,Best,Verygood,Excellent,Excellent,12,Yes,good,0,2,Good,Excellent
3208,4208,Sonya Sutton,58,Female,Married,20-08-2010,Sales,Sales Executive,Life Sciences,High,Medium,5,Low,12,High,10,9,1,Bad,Satisfactory,Good,poor,10,Yes,good,1,13,Good,good
3209,4209,Cheryl Ochoa,47,male,Divorsed,05-04-2010,Sales,Sales Executive,Marketing,Medium,Low,3,Very_High,22,Very_High,9,16,3,Good,good,Excellent,fair,7,No,good,1,14,Poor,Excellent
3210,4210,David Cunningham,26,Female,Married,28-02-2020,Sales,Sales Executive,Medical,High,Low,1,Very_High,12,High,10,8,4,Better,poor,Good,poor,11,Yes,Outstanding,0,11,Good,good
3211,4211,Christina Nelson,46,Female,Divorsed,04-01-1997,Sales,Sales Executive,Marketing,Low,Medium,4,Medium,20,High,10,12,5,Good,Verygood,Good,Excellent,8,No,Excellent,1,16,Poor,good
3212,4212,Rhonda Burgess,49,Female,Married,08-06-1996,Sales,Sales Executive,Marketing,Very_High,Low,3,Low,20,High,8,11,4,Good,In-adequate,Good,poor,5,No,Outstanding,0,5,Poor,good
3213,4213,Justin Vasquez,54,Female,Single,31-03-2003,Sales,Sales Executive,Medical,Medium,High,4,High,12,Medium,8,8,3,Best,Excellent,Outstanding,good,6,Yes,Outstanding,1,7,Good,Outstanding
3214,4214,Joseph Morales,51,Female,Married,29-06-2013,Sales,Sales Executive,Marketing,Low,High,4,Very_High,6,Very_High,8,3,2,Better,good,Excellent,poor,8,Yes,low,1,13,Good,Excellent
3215,4215,Laura Gomez,39,Female,Married,19-10-2010,Sales,Sales Executive,Marketing,Medium,Low,4,Low,22,Medium,10,18,5,Good,In-adequate,Excellent,fair,12,No,good,0,10,Poor,Excellent
3216,4216,Jillian Crawford,48,male,Single,15-12-2005,Sales,Sales Executive,Marketing,Medium,Very_High,1,Medium,25,Low,9,23,3,Bad,Verygood,Satisfactory,fair,7,Yes,Excellent,1,4,Good,low
3217,4217,Chelsea Johnson,39,male,Single,13-04-2011,Sales,Sales Representative,Medical,Medium,Low,3,Low,22,Medium,9,16,3,Good,poor,Outstanding,poor,4,No,Excellent,1,15,Poor,Outstanding
3218,4218,Phillip Mcdonald,53,male,Married,20-03-2002,Sales,Sales Executive,Life Sciences,Low,High,2,Low,12,High,9,9,5,Better,poor,Outstanding,Excellent,7,No,Outstanding,0,13,Poor,Outstanding
3219,4219,Theodore Johnson,60,male,Married,29-03-2000,Human Resources,Human Resources,Technical Degree,Very_High,Very_High,5,High,6,Low,8,3,5,Bad,In-adequate,Satisfactory,Excellent,8,Yes,Outstanding,1,10,Good,low
